date,campaign_id,campaign_name,installs,d1_revenue,d7_revenue
2025-10-07,FB-100000,UA - Retargeting - Value | Android | US | Carousel,69,268.8,1265.78
2025-10-13,GG-200230,Search - Non-Brand - Broad | Android | APAC | Playables,45,125.92,413.52
2025-10-13,GG-200231,UAC - Installs | iOS | MENA | Carousel,33,86.65,278.84
2025-10-13,GG-200232,Search - Non-Brand - Broad | iOS | APAC | UGC,122,447.75,1650.85
2025-10-13,GG-200233,UAC - Value | iOS | EU | Static,35,143.34,860.04
2025-10-13,GG-200234,Search - Brand - Exact | Android | MENA | Video,83,269.65,1006.06
2025-10-13,GG-200235,UAC - Value | Android | US | Video,393,1347.36,6323.16
2025-10-13,GG-200236,Search - Non-Brand - Broad | Android | EU | Video,60,168.14,479.7
2025-10-13,GG-200237,UAC - Value | Android | EU | Playables,274,911.95,5189.91
2025-10-13,GG-200238,UAC - Value | iOS | US | Playables,108,500.63,2772.99
2025-10-13,GG-200239,UAC - Value | iOS | US | Video,251,1426.91,6603.74
2025-10-13,GG-200240,UAC - Installs | Android | US | Playables,78,322.73,1679.49
2025-10-13,GG-200241,UAC - Value | iOS | US | Playables,160,896.3,4144.49
2025-10-13,GG-200242,Search - Non-Brand - Broad | Android | US | Video,44,111.05,514.38
2025-10-13,GG-200243,UAC - Installs | Android | EU | Playables,113,326.03,1208.59
2025-10-13,GG-200244,Search - Brand - Exact | iOS | LATAM | UGC,17,44.14,151.93
2025-10-13,GG-200245,Search - Non-Brand - Broad | iOS | APAC | UGC,79,327.63,1172.92
2025-10-13,GG-200246,Search - Brand - Exact | Android | LATAM | Video,107,234.8,998.84
2025-10-13,GG-200247,UAC - Value | Android | APAC | UGC,117,339.32,2035.92
2025-10-13,GG-200248,Search - Non-Brand - Broad | iOS | US | Video,150,484.42,2065.57
2025-10-13,GG-200249,UAC - Installs | Android | APAC | UGC,88,312.81,978.78
2025-10-13,GG-200250,Search - Non-Brand - Broad | Android | MENA | Video,94,317.77,1049.59
2025-10-13,GG-200251,UAC - Installs | Android | MENA | UGC,37,74.04,263.58
2025-10-13,GG-200252,Search - Brand - Exact | Android | US | Carousel,64,275.39,771.09
2025-10-13,GG-200253,Search - Non-Brand - Broad | Android | LATAM | Video,61,199.07,602.78
2025-10-13,GG-200254,UAC - Installs | Android | APAC | Video,78,261.36,1042.83
2025-10-13,GG-200255,UAC - Value | Android | MENA | Static,196,595.51,3459.91
2025-10-13,GG-200256,Search - Brand - Exact | iOS | APAC | Static,92,234.22,1168.76
2025-10-13,GG-200257,UAC - Value | iOS | US | Video,154,728.17,3376.52
2025-10-13,GG-200258,UAC - Value | Android | US | Carousel,250,1278.72,6275.96
2025-10-13,GG-200259,UAC - Value | iOS | US | Carousel,46,235.78,1414.68
2025-10-13,GG-200260,UAC - Value | iOS | EU | Carousel,109,586.55,2755.61
2025-10-13,GG-200261,UAC - Value | iOS | EU | Playables,90,435.74,2298.53
2025-10-13,GG-200262,Search - Non-Brand - Broad | Android | MENA | Carousel,67,223.02,890.96
2025-10-13,GG-200263,Search - Non-Brand - Broad | Android | US | Carousel,66,196.68,756.63
2025-10-13,GG-200264,UAC - Installs | iOS | EU | UGC,69,309.06,1470.82
2025-10-13,GG-200265,Search - Brand - Exact | iOS | US | Video,87,358.61,1567.48
2025-10-13,GG-200266,UAC - Installs | iOS | APAC | Carousel,220,776.12,2499.11
2025-10-13,GG-200267,Search - Non-Brand - Broad | Android | EU | Video,82,297.5,1013.58
2025-10-13,GG-200268,UAC - Value | iOS | APAC | Playables,88,422.74,2395.67
2025-10-13,GG-200269,UAC - Installs | Android | US | Video,114,341.25,1086.2
2025-10-13,GG-200270,UAC - Installs | Android | MENA | Playables,121,402.45,1636.76
2025-10-13,GG-200271,UAC - Value | iOS | US | Carousel,47,236.39,1418.34
2025-10-13,GG-200272,Search - Non-Brand - Broad | iOS | US | Playables,63,272.39,722.92
2025-10-13,GG-200273,Search - Non-Brand - Broad | Android | APAC | Static,37,136.62,400.84
2025-10-13,GG-200274,UAC - Value | iOS | LATAM | Carousel,122,480.88,2189.93
2025-10-13,GG-200275,UAC - Value | Android | US | Static,133,488.58,2230.37
2025-10-13,GG-200276,UAC - Value | iOS | APAC | Carousel,59,213.16,1095.64
2025-10-13,GG-200277,Search - Non-Brand - Broad | Android | LATAM | Carousel,24,79.6,302.72
2025-10-13,GG-200278,Search - Non-Brand - Broad | iOS | MENA | Playables,36,92.51,395.67
2025-10-13,GG-200279,UAC - Installs | iOS | US | Static,84,341.75,1488.32
2025-10-13,GG-200280,UAC - Value | Android | APAC | Carousel,144,529.08,3174.48
2025-10-13,GG-200281,UAC - Value | iOS | APAC | Carousel,135,617.87,3694.24
2025-10-13,GG-200282,Search - Non-Brand - Broad | Android | LATAM | Carousel,36,89.6,356.07
2025-10-13,GG-200283,UAC - Value | iOS | LATAM | Static,194,1014.93,6089.58
2025-10-13,GG-200284,Search - Non-Brand - Broad | iOS | LATAM | UGC,49,150.9,658.68
2025-10-13,GG-200285,UAC - Value | iOS | APAC | Carousel,122,638.95,3465.66
2025-10-13,GG-200286,Search - Non-Brand - Broad | iOS | US | Playables,70,255.58,1098.23
2025-10-13,GG-200287,UAC - Value | Android | MENA | Video,145,680.73,2918.29
2025-10-13,GG-200288,Search - Brand - Exact | Android | APAC | Carousel,20,43.5,139.29
2025-10-13,GG-200289,UAC - Installs | iOS | APAC | Static,57,164.92,872.1
2025-10-13,GG-200290,UAC - Value | Android | LATAM | Static,61,227.95,1176.68
2025-10-13,GG-200291,UAC - Value | iOS | US | UGC,49,268.53,1164.88
2025-10-13,GG-200292,UAC - Value | iOS | MENA | Playables,75,319.44,1603.27
2025-10-13,GG-200293,Search - Brand - Exact | Android | LATAM | Playables,40,119.08,472.15
2025-10-13,GG-200294,Search - Non-Brand - Broad | Android | EU | Carousel,136,366.7,1555.91
2025-10-13,GG-200295,UAC - Installs | Android | MENA | UGC,241,825.74,3780.24
2025-10-13,GG-200296,Search - Brand - Exact | iOS | US | Video,54,234.73,963.1
2025-10-13,GG-200297,Search - Non-Brand - Broad | iOS | EU | Playables,105,388.41,1611.12
2025-10-13,GG-200298,UAC - Value | iOS | LATAM | UGC,65,227.41,1173.89
2025-10-13,GG-200299,UAC - Value | Android | LATAM | Video,114,371.87,2192.92
2025-10-13,GG-200300,Search - Brand - Exact | Android | LATAM | UGC,54,155.98,487.75
2025-10-13,GG-200301,UAC - Installs | Android | EU | Carousel,181,573.7,2946.52
2025-10-13,GG-200302,UAC - Value | iOS | APAC | Static,64,219.8,879.86
2025-10-13,GG-200303,UAC - Value | iOS | APAC | Video,234,1166.47,4753.37
2025-10-13,GG-200304,UAC - Installs | iOS | LATAM | Video,74,332.47,1324.23
2025-10-13,GG-200305,UAC - Installs | Android | US | Video,160,487.34,1646.72
2025-10-13,GG-200306,Search - Non-Brand - Broad | Android | EU | Static,88,260.52,905.31
2025-10-13,GG-200307,UAC - Value | Android | LATAM | Playables,82,261.25,1272.55
2025-10-13,GG-200308,Search - Non-Brand - Broad | iOS | EU | UGC,105,383.44,1385.75
2025-10-13,GG-200309,Search - Brand - Exact | Android | APAC | UGC,108,318.5,1242.47
2025-10-13,GG-200310,UAC - Value | Android | APAC | Playables,109,476.7,2860.2
2025-10-13,GG-200311,Search - Non-Brand - Broad | iOS | US | Static,55,172.92,726.26
2025-10-13,GG-200312,Search - Brand - Exact | iOS | US | Playables,96,333.42,1476.05
2025-10-13,GG-200313,Search - Non-Brand - Broad | Android | LATAM | Carousel,101,343.01,1076.71
2025-10-13,GG-200314,UAC - Value | iOS | US | Carousel,69,381.38,1907.66
2025-10-13,GG-200315,UAC - Value | iOS | MENA | UGC,98,457.86,1966.51
2025-10-13,GG-200316,UAC - Value | Android | LATAM | Carousel,106,448.58,2691.48
2025-10-13,GG-200317,Search - Brand - Exact | Android | LATAM | Playables,102,306.3,834.97
2025-10-13,GG-200318,Search - Non-Brand - Broad | Android | LATAM | Video,112,330.71,1348.97
2025-10-13,GG-200319,UAC - Installs | iOS | US | Static,81,321.21,1468.57
2025-10-13,GG-200320,UAC - Value | Android | MENA | UGC,134,555.28,2685.89
2025-10-13,GG-200321,UAC - Value | Android | MENA | UGC,199,582.73,2596.06
2025-10-13,GG-200322,Search - Non-Brand - Broad | Android | APAC | Playables,23,71.26,351.67
2025-10-13,GG-200323,Search - Non-Brand - Broad | Android | APAC | Carousel,76,184.97,784.09
2025-10-13,GG-200324,Search - Brand - Exact | Android | LATAM | UGC,112,228.41,607.8
2025-10-13,GG-200325,Search - Non-Brand - Broad | iOS | US | UGC,81,323.95,877.58
2025-10-13,GG-200326,UAC - Value | Android | APAC | Playables,127,365.28,2000.27
2025-10-13,GG-200327,UAC - Value | iOS | APAC | UGC,184,931.85,4510.15
2025-10-13,GG-200328,Search - Brand - Exact | iOS | EU | Video,25,102.82,428.76
2025-10-13,GG-200329,UAC - Installs | Android | LATAM | Video,115,264.81,892.41
2025-10-13,GG-200330,Search - Non-Brand - Broad | Android | MENA | Carousel,53,163.57,588.36
2025-10-13,GG-200331,Search - Brand - Exact | iOS | MENA | UGC,36,147.81,590.8
2025-10-13,GG-200332,UAC - Installs | Android | LATAM | Playables,54,136.74,504.84
2025-10-13,GG-200333,Search - Non-Brand - Broad | Android | APAC | Playables,82,204.25,897.68
2025-10-13,GG-200334,UAC - Installs | iOS | US | Static,146,452.34,1967.68
2025-10-13,GG-200335,UAC - Installs | Android | APAC | Carousel,127,444.54,2164.02
2025-10-13,GG-200336,Search - Non-Brand - Broad | Android | APAC | Video,18,59.1,279.19
2025-10-13,GG-200337,UAC - Value | Android | MENA | Carousel,193,628.66,3198.62
2025-10-13,GG-200338,Search - Non-Brand - Broad | Android | MENA | Static,81,296.48,1323.78
2025-10-13,GG-200339,UAC - Installs | Android | US | Playables,65,201.55,828.57
2025-10-13,GG-200340,Search - Non-Brand - Broad | iOS | MENA | Playables,62,173.34,777.08
2025-10-13,GG-200341,UAC - Installs | iOS | LATAM | Carousel,297,1108.49,3531.65
2025-10-13,GG-200342,Search - Brand - Exact | Android | EU | UGC,71,317.65,834.15
2025-10-13,GG-200343,Search - Non-Brand - Broad | iOS | EU | Static,47,200.54,627.89
2025-10-13,GG-200344,UAC - Value | Android | LATAM | Static,197,776.24,3628.15
2025-10-13,GG-200345,UAC - Installs | iOS | EU | Playables,149,559.54,2478.76
2025-10-13,GG-200346,Search - Brand - Exact | iOS | APAC | UGC,24,83.27,358.23
2025-10-13,GG-200347,UAC - Installs | Android | APAC | Playables,54,164.93,710.85
2025-10-13,GG-200348,UAC - Installs | iOS | APAC | UGC,180,612.97,2214.05
2025-10-13,GG-200349,UAC - Installs | Android | US | UGC,83,366.54,1761.96
2025-10-14,FB-100000,UA - Retargeting - Value | Android | US | Carousel,35,131.32,681.81
2025-10-14,FB-100001,UA - Prospecting - Broad | Android | EU | Video,25,87.88,376.83
2025-10-14,FB-100002,UA - Prospecting - Broad | iOS | US | Video,77,315.44,1390.14
2025-10-14,FB-100003,UA - Prospecting - Broad | Android | EU | Playables,78,278.9,1515.54
2025-10-14,FB-100004,UA - Retargeting - Value | Android | MENA | UGC,29,113.92,546.7
2025-10-14,FB-100005,UA - Prospecting - Broad | iOS | MENA | Carousel,27,87.17,268.57
2025-10-14,FB-100006,UA - Lookalike - 1% | Android | APAC | Carousel,41,152.5,739.32
2025-10-14,FB-100007,UA - Prospecting - Broad | Android | EU | Carousel,32,140.02,738.75
2025-10-14,FB-100008,UA - Lookalike - 1% | Android | APAC | Video,126,431.85,1956.71
2025-10-14,FB-100009,UA - Prospecting - Broad | iOS | MENA | Carousel,41,104.15,415.56
2025-10-14,FB-100010,UA - Lookalike - 5% | iOS | MENA | Video,80,278.42,1175.49
2025-10-14,FB-100011,UA - Lookalike - 1% | Android | MENA | Carousel,72,165.07,784.74
2025-10-14,FB-100012,UA - Retargeting - Value | Android | US | Video,31,129.0,703.44
2025-10-14,FB-100013,UA - Prospecting - Broad | iOS | US | Static,113,432.09,1911.13
2025-10-14,FB-100014,UA - Lookalike - 1% | iOS | LATAM | UGC,26,110.73,347.47
2025-10-14,FB-100015,UA - Retargeting - Value | Android | LATAM | Carousel,16,66.54,366.1
2025-10-14,FB-100016,UA - Retargeting - Value | iOS | US | Playables,96,375.69,2254.14
2025-10-14,FB-100017,UA - Lookalike - 5% | Android | EU | UGC,182,584.47,2409.19
2025-10-14,FB-100018,UA - Lookalike - 1% | iOS | MENA | Static,44,140.91,598.87
2025-10-14,FB-100019,UA - Lookalike - 1% | Android | EU | Video,47,189.94,914.18
2025-10-14,FB-100020,UA - Retargeting - Value | iOS | LATAM | Video,30,144.69,868.14
2025-10-14,FB-100021,UA - Lookalike - 5% | iOS | EU | UGC,56,168.8,645.32
2025-10-14,FB-100022,UA - Retargeting - Value | iOS | EU | Carousel,21,104.73,543.86
2025-10-14,FB-100023,UA - Lookalike - 1% | Android | MENA | Playables,124,438.81,2129.11
2025-10-14,FB-100024,UA - Lookalike - 1% | iOS | MENA | UGC,106,303.51,1502.07
2025-10-14,FB-100025,UA - Lookalike - 5% | Android | EU | Playables,96,390.03,1977.45
2025-10-14,FB-100026,UA - Retargeting - Value | Android | US | Video,59,257.45,1129.95
2025-10-14,FB-100027,UA - Prospecting - Broad | Android | APAC | Playables,107,261.66,852.75
2025-10-14,FB-100028,UA - Lookalike - 5% | iOS | APAC | Playables,21,68.12,241.08
2025-10-14,FB-100029,UA - Prospecting - Broad | iOS | MENA | Video,152,641.55,3173.11
2025-10-14,FB-100030,UA - Lookalike - 1% | iOS | LATAM | Video,74,283.67,883.63
2025-10-14,FB-100031,UA - Prospecting - Broad | iOS | EU | UGC,35,129.9,644.56
2025-10-14,FB-100032,UA - Prospecting - Broad | iOS | MENA | Static,7,28.1,131.31
2025-10-14,FB-100033,UA - Retargeting - Value | iOS | MENA | Playables,10,38.37,170.63
2025-10-14,FB-100034,UA - Prospecting - Broad | Android | LATAM | Static,52,169.33,894.06
2025-10-14,FB-100035,UA - Prospecting - Broad | iOS | APAC | Video,15,52.62,257.31
2025-10-14,FB-100036,UA - Prospecting - Broad | iOS | LATAM | Static,19,77.63,249.5
2025-10-14,FB-100037,UA - Prospecting - Broad | Android | MENA | Video,37,116.91,384.87
2025-10-14,FB-100038,UA - Retargeting - Value | iOS | US | Playables,13,65.27,363.81
2025-10-14,FB-100039,UA - Retargeting - Value | Android | APAC | Playables,109,359.81,2036.16
2025-10-14,FB-100040,UA - Lookalike - 5% | iOS | MENA | Playables,90,340.33,1520.59
2025-10-14,FB-100041,UA - Lookalike - 1% | Android | MENA | Static,63,204.49,632.49
2025-10-14,FB-100042,UA - Lookalike - 5% | iOS | LATAM | UGC,56,222.78,1143.08
2025-10-14,FB-100043,UA - Prospecting - Broad | Android | EU | Static,22,89.69,357.32
2025-10-14,FB-100044,UA - Retargeting - Value | iOS | US | Playables,18,85.86,503.14
2025-10-14,FB-100045,UA - Prospecting - Broad | Android | US | Video,34,138.2,681.6
2025-10-14,FB-100046,UA - Lookalike - 1% | Android | US | Video,157,653.06,2623.34
2025-10-14,FB-100047,UA - Lookalike - 1% | Android | MENA | Static,29,60.02,233.6
2025-10-14,FB-100048,UA - Retargeting - Value | iOS | EU | Playables,29,140.66,830.18
2025-10-14,FB-100049,UA - Lookalike - 5% | iOS | EU | UGC,69,221.42,670.02
2025-10-14,FB-100050,UA - Lookalike - 5% | Android | US | Video,75,198.52,1004.91
2025-10-14,FB-100051,UA - Lookalike - 5% | iOS | APAC | UGC,38,125.88,545.44
2025-10-14,FB-100052,UA - Lookalike - 5% | Android | US | Video,44,119.56,412.72
2025-10-14,FB-100053,UA - Retargeting - Value | iOS | US | Static,9,50.45,250.38
2025-10-14,FB-100054,UA - Retargeting - Value | Android | MENA | UGC,15,54.49,298.82
2025-10-14,FB-100055,UA - Lookalike - 5% | iOS | EU | Carousel,148,723.45,3226.59
2025-10-14,FB-100056,UA - Prospecting - Broad | Android | US | UGC,129,465.78,2131.88
2025-10-14,FB-100057,UA - Prospecting - Broad | Android | MENA | Video,54,133.01,472.32
2025-10-14,FB-100058,UA - Lookalike - 5% | Android | EU | UGC,90,393.8,1995.38
2025-10-14,FB-100059,UA - Prospecting - Broad | iOS | EU | UGC,11,42.18,130.42
2025-10-14,FB-100060,UA - Lookalike - 5% | Android | APAC | Video,56,185.88,901.52
2025-10-14,FB-100061,UA - Lookalike - 5% | iOS | APAC | Carousel,78,308.63,1210.76
2025-10-14,FB-100062,UA - Lookalike - 1% | iOS | EU | Static,185,857.59,3768.25
2025-10-14,FB-100063,UA - Prospecting - Broad | Android | US | Playables,92,340.94,1713.56
2025-10-14,FB-100064,UA - Lookalike - 5% | iOS | US | Video,116,388.28,1626.12
2025-10-14,FB-100065,UA - Prospecting - Broad | Android | US | Playables,42,115.17,471.16
2025-10-14,FB-100066,UA - Prospecting - Broad | Android | US | Playables,62,178.72,605.32
2025-10-14,FB-100067,UA - Retargeting - Value | Android | APAC | Video,18,83.51,484.36
2025-10-14,FB-100068,UA - Lookalike - 5% | Android | MENA | Video,100,368.49,1635.73
2025-10-14,FB-100069,UA - Lookalike - 1% | iOS | LATAM | Static,79,319.59,1651.0
2025-10-14,FB-100070,UA - Retargeting - Value | Android | LATAM | UGC,34,137.51,730.73
2025-10-14,FB-100071,UA - Prospecting - Broad | iOS | APAC | Carousel,19,62.37,219.17
2025-10-14,FB-100072,UA - Prospecting - Broad | Android | APAC | Playables,128,456.45,1542.34
2025-10-14,FB-100073,UA - Lookalike - 1% | Android | MENA | Static,70,157.55,648.79
2025-10-14,FB-100074,UA - Retargeting - Value | Android | LATAM | Video,52,232.43,1267.21
2025-10-14,FB-100075,UA - Lookalike - 5% | iOS | LATAM | Static,66,258.24,1260.47
2025-10-14,FB-100076,UA - Prospecting - Broad | iOS | MENA | Playables,55,159.64,674.0
2025-10-14,FB-100077,UA - Lookalike - 1% | iOS | US | Static,128,576.06,2308.85
2025-10-14,FB-100078,UA - Retargeting - Value | Android | US | Playables,39,158.29,800.47
2025-10-14,FB-100079,UA - Retargeting - Value | iOS | LATAM | Playables,38,129.25,556.94
2025-10-14,FB-100080,UA - Lookalike - 5% | iOS | EU | Carousel,92,331.64,1753.71
2025-10-14,FB-100081,UA - Lookalike - 5% | iOS | US | Video,21,76.39,414.95
2025-10-14,FB-100082,UA - Lookalike - 1% | iOS | US | Video,105,317.38,1150.19
2025-10-14,FB-100083,UA - Lookalike - 5% | Android | LATAM | Static,27,81.04,412.57
2025-10-14,FB-100084,UA - Prospecting - Broad | iOS | MENA | Video,19,76.95,359.36
2025-10-14,FB-100085,UA - Prospecting - Broad | Android | EU | Playables,47,140.63,706.38
2025-10-14,FB-100086,UA - Retargeting - Value | iOS | MENA | Playables,20,81.81,364.71
2025-10-14,FB-100087,UA - Lookalike - 1% | iOS | EU | Video,39,128.01,676.15
2025-10-14,FB-100088,UA - Retargeting - Value | iOS | US | Carousel,18,72.71,436.26
2025-10-14,FB-100089,UA - Lookalike - 5% | Android | US | Carousel,50,211.89,1109.03
2025-10-14,FB-100090,UA - Retargeting - Value | Android | EU | Static,40,135.2,719.67
2025-10-14,FB-100091,UA - Lookalike - 1% | iOS | US | Static,40,166.56,884.1
2025-10-14,FB-100092,UA - Retargeting - Value | iOS | EU | Carousel,25,117.63,574.62
2025-10-14,FB-100093,UA - Lookalike - 5% | Android | APAC | Video,113,237.21,1027.83
2025-10-14,FB-100094,UA - Lookalike - 1% | Android | EU | UGC,86,265.03,1088.21
2025-10-14,FB-100095,UA - Prospecting - Broad | iOS | EU | Static,11,42.97,228.13
2025-10-14,FB-100096,UA - Lookalike - 1% | Android | APAC | Carousel,100,382.68,1474.47
2025-10-14,FB-100097,UA - Lookalike - 5% | Android | LATAM | Carousel,44,130.45,597.59
2025-10-14,FB-100098,UA - Lookalike - 1% | iOS | US | Video,120,509.69,2441.92
2025-10-14,FB-100099,UA - Prospecting - Broad | Android | MENA | Carousel,32,78.62,258.9
2025-10-14,FB-100100,UA - Lookalike - 1% | Android | MENA | UGC,53,177.08,608.62
2025-10-14,FB-100101,UA - Prospecting - Broad | iOS | APAC | Playables,29,122.0,441.88
2025-10-14,FB-100102,UA - Lookalike - 1% | iOS | MENA | Static,35,93.47,405.94
2025-10-14,FB-100103,UA - Retargeting - Value | Android | APAC | Video,26,74.49,446.94
2025-10-14,FB-100104,UA - Lookalike - 1% | iOS | APAC | Video,95,425.03,2163.4
2025-10-14,FB-100105,UA - Lookalike - 1% | iOS | US | Carousel,29,108.2,329.25
2025-10-14,FB-100106,UA - Lookalike - 1% | iOS | LATAM | UGC,20,69.99,291.3
2025-10-14,FB-100107,UA - Lookalike - 5% | Android | EU | UGC,51,208.03,673.39
2025-10-14,FB-100108,UA - Lookalike - 1% | Android | MENA | Playables,214,510.58,1833.49
2025-10-14,FB-100109,UA - Lookalike - 1% | iOS | MENA | Video,50,126.84,395.99
2025-10-14,FB-100110,UA - Lookalike - 1% | iOS | EU | UGC,165,602.88,1819.49
2025-10-14,FB-100111,UA - Retargeting - Value | iOS | APAC | UGC,41,137.72,746.17
2025-10-14,FB-100112,UA - Lookalike - 1% | iOS | EU | Video,68,235.43,929.48
2025-10-14,FB-100113,UA - Lookalike - 1% | iOS | US | Static,111,334.73,1401.85
2025-10-14,FB-100114,UA - Prospecting - Broad | Android | EU | Static,78,202.21,992.04
2025-10-14,FB-100115,UA - Prospecting - Broad | Android | EU | UGC,51,188.5,899.9
2025-10-14,FB-100116,UA - Retargeting - Value | iOS | APAC | Playables,95,429.91,1888.59
2025-10-14,FB-100117,UA - Retargeting - Value | iOS | APAC | UGC,32,155.18,713.36
2025-10-14,FB-100118,UA - Lookalike - 5% | Android | US | Video,146,649.01,3217.79
2025-10-14,FB-100119,UA - Lookalike - 5% | Android | EU | Playables,41,163.38,498.96
2025-10-14,FB-100120,UA - Prospecting - Broad | Android | MENA | Static,39,129.82,577.7
2025-10-14,FB-100121,UA - Lookalike - 1% | iOS | EU | UGC,56,247.9,1278.92
2025-10-14,FB-100122,UA - Lookalike - 5% | iOS | MENA | Playables,80,263.0,869.22
2025-10-14,FB-100123,UA - Lookalike - 5% | iOS | EU | UGC,54,253.15,1091.08
2025-10-14,FB-100124,UA - Lookalike - 5% | iOS | EU | Carousel,59,189.5,978.58
2025-10-14,FB-100125,UA - Prospecting - Broad | Android | LATAM | UGC,18,41.66,198.05
2025-10-14,FB-100126,UA - Lookalike - 1% | iOS | EU | Carousel,26,112.99,396.59
2025-10-14,FB-100127,UA - Retargeting - Value | iOS | MENA | Video,18,67.99,369.39
2025-10-14,FB-100128,UA - Retargeting - Value | Android | EU | UGC,81,271.92,1326.97
2025-10-14,FB-100129,UA - Lookalike - 5% | Android | US | UGC,62,235.54,1174.87
2025-10-14,FB-100130,UA - Lookalike - 5% | iOS | MENA | UGC,107,455.15,1494.26
2025-10-14,FB-100131,UA - Lookalike - 5% | Android | EU | UGC,99,379.1,1632.4
2025-10-14,FB-100132,UA - Lookalike - 5% | Android | MENA | UGC,112,309.28,1666.4
2025-10-14,FB-100133,UA - Lookalike - 5% | Android | LATAM | Carousel,32,113.57,525.26
2025-10-14,FB-100134,UA - Retargeting - Value | iOS | MENA | Playables,66,329.76,1774.77
2025-10-14,FB-100135,UA - Lookalike - 5% | iOS | EU | Carousel,26,92.57,340.47
2025-10-14,FB-100136,UA - Lookalike - 1% | iOS | US | UGC,25,118.93,497.48
2025-10-14,FB-100137,UA - Retargeting - Value | iOS | EU | UGC,58,323.01,1718.41
2025-10-14,FB-100138,UA - Prospecting - Broad | Android | APAC | Playables,112,390.29,1947.94
2025-10-14,FB-100139,UA - Lookalike - 5% | Android | APAC | Static,137,495.04,2650.44
2025-10-14,FB-100140,UA - Lookalike - 5% | Android | US | Carousel,80,267.61,1016.12
2025-10-14,FB-100141,UA - Lookalike - 1% | iOS | EU | UGC,25,84.41,448.55
2025-10-14,FB-100142,UA - Lookalike - 5% | iOS | APAC | Carousel,91,369.31,1704.0
2025-10-14,FB-100143,UA - Prospecting - Broad | iOS | US | UGC,79,394.91,1829.62
2025-10-14,FB-100144,UA - Prospecting - Broad | Android | LATAM | Static,124,274.09,1290.69
2025-10-14,FB-100145,UA - Retargeting - Value | Android | US | Static,75,316.28,1603.86
2025-10-14,FB-100146,UA - Retargeting - Value | Android | MENA | Static,35,133.13,798.78
2025-10-14,FB-100147,UA - Retargeting - Value | Android | APAC | Video,14,46.29,217.98
2025-10-14,FB-100148,UA - Retargeting - Value | iOS | LATAM | Carousel,15,68.34,377.37
2025-10-14,FB-100149,UA - Prospecting - Broad | Android | EU | Carousel,69,231.36,1140.37
2025-10-14,FB-100150,UA - Lookalike - 5% | Android | LATAM | Playables,274,984.76,3741.1
2025-10-14,FB-100151,UA - Retargeting - Value | iOS | EU | Video,47,184.01,1079.95
2025-10-14,FB-100152,UA - Prospecting - Broad | Android | LATAM | Playables,28,90.73,310.57
2025-10-14,FB-100153,UA - Lookalike - 5% | Android | LATAM | Playables,61,195.07,820.85
2025-10-14,FB-100154,UA - Lookalike - 1% | iOS | US | Playables,23,71.28,382.49
2025-10-14,FB-100155,UA - Prospecting - Broad | Android | APAC | UGC,80,172.31,921.86
2025-10-14,FB-100156,UA - Retargeting - Value | iOS | LATAM | UGC,98,494.64,2967.84
2025-10-14,FB-100157,UA - Lookalike - 1% | iOS | EU | Playables,115,550.26,1686.55
2025-10-14,FB-100158,UA - Lookalike - 1% | iOS | APAC | UGC,273,1098.63,3707.88
2025-10-14,FB-100159,UA - Lookalike - 1% | iOS | EU | Video,111,363.98,1596.42
2025-10-14,FB-100160,UA - Lookalike - 5% | iOS | EU | UGC,31,123.9,479.0
2025-10-14,FB-100161,UA - Lookalike - 1% | iOS | US | UGC,25,122.14,638.79
2025-10-14,FB-100162,UA - Lookalike - 1% | Android | APAC | Static,160,409.36,1406.56
2025-10-14,FB-100163,UA - Lookalike - 1% | iOS | LATAM | Carousel,43,149.8,711.4
2025-10-14,FB-100164,UA - Prospecting - Broad | Android | MENA | Static,71,228.51,791.33
2025-10-14,FB-100165,UA - Retargeting - Value | Android | APAC | UGC,31,125.52,644.92
2025-10-14,FB-100166,UA - Prospecting - Broad | iOS | APAC | UGC,35,127.16,592.31
2025-10-14,FB-100167,UA - Lookalike - 5% | Android | LATAM | Static,142,513.12,1541.93
2025-10-14,FB-100168,UA - Lookalike - 1% | Android | LATAM | Playables,118,424.98,2025.03
2025-10-14,FB-100169,UA - Lookalike - 1% | iOS | MENA | Playables,54,184.72,715.05
2025-10-14,FB-100170,UA - Lookalike - 1% | iOS | MENA | Carousel,134,369.21,1244.61
2025-10-14,FB-100171,UA - Lookalike - 1% | iOS | LATAM | Carousel,97,288.94,1016.78
2025-10-14,FB-100172,UA - Lookalike - 1% | Android | US | Static,110,332.23,1806.0
2025-10-14,FB-100173,UA - Retargeting - Value | Android | MENA | Static,46,193.82,825.48
2025-10-14,FB-100174,UA - Lookalike - 1% | Android | APAC | Carousel,40,118.73,430.16
2025-10-14,FB-100175,UA - Retargeting - Value | Android | EU | Carousel,153,785.24,4626.63
2025-10-14,FB-100176,UA - Prospecting - Broad | iOS | EU | Carousel,29,117.55,456.45
2025-10-14,FB-100177,UA - Prospecting - Broad | Android | LATAM | Video,41,92.16,495.36
2025-10-14,FB-100178,UA - Prospecting - Broad | iOS | EU | UGC,78,235.01,1289.97
2025-10-14,FB-100179,UA - Lookalike - 5% | Android | MENA | Carousel,129,277.22,1142.98
2025-10-14,FB-100180,UA - Retargeting - Value | iOS | APAC | Carousel,38,123.74,632.44
2025-10-14,FB-100181,UA - Prospecting - Broad | Android | LATAM | UGC,76,234.65,760.03
